-9.9652	18.4545
-9.72967	18.5693
-9.44512	18.7137
-9.13114	18.8121
-8.82954	18.9008
-8.58374	18.9304
-8.37857	18.9893
-8.25346	19.0329
-8.13406	19.0193
-8.00455	19.0196
-7.87447	19.0483
-7.7705	19.0501
-7.7186	19.0514
-7.62477	19.0819
-7.56615	19.0963
-7.46044	19.0586
-7.36524	19.0353
-7.26448	19.0627
-7.19809	19.0502
-7.17677	19.0337
-7.12218	19.0489
-7.08521	19.0667
-7.07561	19.0634
-7.08067	19.0487
-7.07512	19.0844
-7.07696	19.0934
-7.14258	19.0642
-7.18021	19.0845
-7.17973	19.1129
-7.186	19.1062
-7.239	19.0787
-7.18274	19.0935
-7.1991	19.0695
-7.27416	19.011
-7.32911	18.9597
-7.37267	18.9552
-7.41052	18.9446
-7.49021	18.8997
-7.51023	18.8902
-7.47771	18.8649
-7.4815	18.854
-7.50176	18.8566
-7.48299	18.9423
-7.46416	18.9843
-7.55131	19.0178
-7.52602	19.06
-7.50066	19.0957
-7.50991	19.1182
-7.52639	19.1156
-7.51659	19.136
-7.51187	19.1529
-7.51477	19.1364
-7.51395	19.1341
-7.51156	19.1479
-7.5121	19.1691
-7.53896	19.165
-7.51892	19.173
-7.51781	19.1826
-7.53126	19.1763
-7.52656	19.1748
-7.49988	19.1784
-7.48384	19.175
-7.50547	19.1554
-7.50284	19.1631
-7.47234	19.1642
-7.47448	19.1069
-7.51211	18.9769
-7.53186	18.9327
-7.63097	18.8207
-7.76488	18.6727
-7.81646	18.476
-7.9789	18.2668
-8.25569	18.0035
-8.4883	17.8671
-8.71283	17.6601
-8.9651	17.5562
-9.22533	17.4526
-9.49495	17.4234
-9.69933	17.3023
-9.92758	17.3074
-10.1198	17.3837
-10.3459	17.4517
-10.6247	17.5979
-10.8406	17.7092
-11.0072	17.8147
-11.15	17.8799
-11.2766	17.9073
-11.4086	17.9478
-11.5577	17.9863
-11.6708	17.9603
-11.7928	17.9617
-11.8429	17.9769
-11.9188	17.9672
-11.9946	17.9329
-12.0512	17.9357
-12.0541	17.9696
-12.1163	17.9184
-12.1132	17.9125
-12.0864	17.9493
-12.1109	17.9473
-12.0987	17.93
-12.0884	17.9345
-12.0725	17.9587
-12.038	17.9415
-12.0064	17.9152
-11.9968	17.943
-11.9885	17.9466
-11.9668	17.8969
-11.9464	17.8969
-11.9481	17.9222
-11.9233	17.9078
-11.9442	17.876
-11.9369	17.8817
-11.9439	17.9011
-11.9361	17.8853
-11.9364	17.8837
-11.9081	17.9276
-11.8935	17.9382
-11.8449	17.9429
-11.857	17.9619
-11.8132	18.0432
-11.7953	18.0682
-11.809	18.1074
-11.7985	18.1523
-11.7883	18.179
-11.7312	18.1925
-11.7297	18.2136
-11.728	18.2428
-11.698	18.2578
-11.6619	18.1747
-11.641	18.1718
-11.6295	18.2247
-11.5907	18.1774
-11.5752	18.1624
-11.6043	18.2058
-11.5865	18.2193
-11.5764	18.1796
-11.5804	18.1696
-11.5859	18.2037
-11.5744	18.1916
-11.5843	18.2003
-11.5765	18.1964
-11.5989	18.1962
-11.5077	18.1686
-11.3618	18.0923
-11.2414	18.111
-11.1304	18.1106
-11.0076	18.0669
-10.9547	18.0489
-10.9321	18.0098
-10.8609	17.9422
-10.8102	17.8885
-10.7883	17.8837
-10.818	17.8809
-10.7845	17.8603
-10.8467	17.7925
-10.7714	17.683
-10.7574	17.5084
-10.7014	17.2409
-10.7256	17.0279
-10.6315	16.9051
-10.6255	16.4977
-10.5546	16.1
-10.433	15.6777
-10.2538	15.1194
-10.0646	14.4645
-9.82649	13.6597
-9.51216	13.0212
-9.25292	12.3992
-8.98393	11.7548
-8.75126	11.1139
-8.53783	10.5274
-8.25564	9.82609
-7.96231	9.09308
-7.82719	8.62848
-7.62895	8.14384
-7.46131	7.66347
-7.36618	7.31723
-7.33692	7.02496
-7.25646	6.81682
-7.22937	6.62956
-7.31356	6.41697
-7.35394	6.3103
-7.36884	6.2674
-7.39314	6.22931
-7.4288	6.22146
-7.37948	6.18803
-7.33475	6.1373
-7.37112	6.07172
-7.39605	5.94818
-7.29633	5.84685
-7.25652	5.73468
-7.25328	5.5151
-7.15144	5.38016
-7.09884	5.11683
-7.09938	4.73294
-7.05682	4.37522
-6.91002	3.82236
-6.8285	3.34269
-6.86281	2.85621
-6.87138	2.34998
-6.80556	1.7917
-6.76	1.25109
-6.73067	0.780799
-6.61817	0.0933257
-6.55879	-0.433715
-6.69963	-1.32688
-6.73961	-1.93373
-6.62559	-2.86391
-6.57065	-3.55657
-6.71818	-4.93905
-6.62527	-5.50906
-6.62672	-6.32932
-6.70159	-7.01127
-6.77931	-7.93556
-6.69548	-8.70341
-6.63381	-9.21015
-6.66108	-9.67656
-6.64608	-9.85456
-6.63087	-10.4354
-6.68787	-11.1248
-6.73435	-11.8656
-6.6762	-12.126
-6.5822	-13.0278
-6.5719	-13.8328
-6.62058	-14.0686
-6.62301	-14.7136
-6.60662	-15.6932
-6.70713	-16.0684
-6.72915	-16.4195
-6.70447	-16.7155
-6.73378	-16.8839
-6.82453	-16.9362
-6.8173	-17.1594
-6.79289	-17.2513
-6.83492	-17.2515
-6.90516	-17.3729
-6.85235	-17.4863
-6.85884	-17.6195
-6.94002	-17.7696
-6.92904	-17.8647
-6.89002	-17.9303
-6.91955	-18.0106
-6.97102	-17.9873
-6.9295	-17.9784
-6.90338	-18.0042
-6.94564	-17.9898
-7.00118	-17.99
-6.92249	-18.0337
-6.8966	-17.9605
-6.97256	-17.9822
-6.9199	-17.9583
-6.88053	-17.9317
-6.89883	-17.892
-6.96954	-17.8829
-6.8815	-17.8781
-6.86855	-17.8686
-6.90082	-17.8787
-6.89853	-17.8596
-6.84695	-17.8574
-6.85518	-17.8583
-6.89971	-17.8901
-6.84759	-17.8552
-6.8137	-17.8384
-6.89964	-17.8253
-6.90472	-17.7713
-6.81278	-17.7192
-6.82321	-17.7397
-6.90217	-17.7429
-6.88184	-17.774
-6.91375	-17.5629
-6.98729	-17.5011
-7.07383	-17.43
-7.15003	-17.383
-7.26535	-17.3828
-7.42935	-17.5964
-7.49984	-17.3936
-7.63512	-17.5533
-7.75438	-17.5643
-7.85832	-17.8929
-7.96325	-17.6528
-8.0765	-17.6832
-8.1991	-17.9125
-8.28259	-17.9549
-8.3824	-17.7325
-8.42169	-17.6592
-8.46432	-17.6173
-8.4954	-17.594
-8.51579	-17.549
-8.53171	-17.5851
-8.51865	-17.5935
-8.51411	-17.5229
-8.49263	-17.5175
-8.49671	-17.5551
-8.4567	-17.5139
-8.43538	-17.4982
-8.42335	-17.5186
-8.45139	-17.5773
-8.42408	-17.5294
-8.39431	-17.5239
-8.4166	-17.5641
-8.39388	-17.57
-8.386	-17.5215
-8.3788	-17.5561
-8.41205	-17.5911
-8.38089	-17.5617
-8.3773	-17.5609
-8.37195	-17.6182
-8.34371	-17.6375
-8.32513	-17.5691
-8.29354	-17.5944
-8.28091	-17.6172
-8.22128	-17.6219
-8.23926	-17.6614
-8.33092	-17.8028
-8.65784	-18.1158
-8.96095	-18.344
-9.41266	-18.6614
-9.84437	-18.9041
-10.4526	-19.1004
-11.163	-19.2915
-11.8215	-19.3776
-12.5203	-19.4349
-13.2682	-19.5273
-14.0601	-19.5793
-14.9343	-19.6398
-15.8388	-19.6421
-16.8189	-19.6543
-17.8075	-19.6626
-18.7571	-19.6983
-19.6879	-19.7289
-20.6307	-19.7323
-21.5316	-19.7342
-22.4016	-19.6784
-23.1725	-19.6802
-23.8301	-19.7113
-24.4662	-19.7092
-25.047	-19.7098
-25.6656	-19.7149
-26.322	-19.6838
-26.8673	-19.6584
-27.411	-19.6784
-27.9601	-19.7151
-28.5514	-19.688
-29.1852	-19.6614
-29.7876	-19.6148
-30.3161	-19.5368
-30.9681	-19.4809
-31.6317	-19.5016
-32.2823	-19.5181
-33.0464	-19.5058
-33.9207	-19.4584
-34.7006	-19.4367
-35.5932	-19.3751
-36.4362	-19.3057
-37.3042	-19.3166
-38.2157	-19.331
-39.1105	-19.3041
-40.3013	-19.1889
-40.9572	-19.1606
-41.5578	-19.1321
-42.1963	-19.0983
-42.5836	-19.0812
-42.7096	-19.1004
-42.856	-19.1022
-43.113	-19.0812
-43.0658	-19.0802
-43.0656	-19.0491
-43.0708	-19.0029
-43.2056	-18.8852
-43.101	-18.8191
-43.1206	-18.7045
