1.209601698040897011e+00	1.613483735300210054e+00	2.302359487416769657e+00	3.066400072460585324e+00	1.189460086976036557e+00	1.761139803893366329e+00	1.522556430191446264e+00	1.949009008949959432e+00	1.521800916703552886e+00	1.955824154048927621e+00
1.077512907404191589e+00	1.391317649177891580e+00	2.196870969141771823e+00	1.675572336622782377e+00	1.077115205934201736e+00	1.778996521408743758e+00	1.665776270173412010e+00	2.032778680153509931e+00	1.649225935318046066e+00	nan
1.202343719993542281e+00	1.353037637826406625e+00	2.304531509903501529e+00	3.016715139651117372e+00	1.148240134002530999e+00	1.606866375138082281e+00	1.541431856085850649e+00	2.195165265675567134e+00	1.305277067829940796e+00	2.006548643898025119e+00
1.014060296723916288e+00	1.331666547977710557e+00	2.340804389040939792e+00	2.163342362040243660e+00	9.762467829826146914e-01	1.309800640495892399e+00	1.433273250184608161e+00	1.952330007042953675e+00	1.326991398430769298e+00	nan
8.712371019795398519e-01	1.206472469773097966e+00	2.240258474437300862e+00	1.718471111935109485e+00	1.096266288030697034e+00	1.295449785111200125e+00	1.332222993704222036e+00	1.793349550604766085e+00	1.326471258197362335e+00	1.595850369619913556e+00
8.642298973078377244e-01	1.363509210824137785e+00	1.658401479481156571e+00	1.052551782364508970e+00	1.002403394153907890e+00	1.447399246045814047e+00	1.192947054091630932e+00	1.934914836155156692e+00	1.152069042599678461e+00	1.816144401705928058e+00
8.777008881173756771e-01	1.246876689876140754e+00	1.742905749214489486e+00	1.601882967689912229e+00	1.212515591659173886e+00	1.418159136134589993e+00	1.320160569097799996e+00	1.712289832321135297e+00	1.197837202485828367e+00	1.526410580914705495e+00
8.763080854282904175e-01	1.097601512085214726e+00	1.162531339911608619e+00	1.202406647541809148e+00	1.048569766793256308e+00	1.071265560508849246e+00	1.234847251414593616e+00	1.569416517981016668e+00	1.100995826501977470e+00	1.604827471450044563e+00
7.699418955659033115e-01	9.865593372435452757e-01	1.654939176761988984e+00	1.761369085774148635e+00	9.322998169291948356e-01	1.069599877328665904e+00	1.166809004563908125e+00	1.716822514811572109e+00	1.119651205276339212e+00	1.700988882227959298e+00
6.711736343461877086e-01	1.095852263108562097e+00	1.298995545782630545e+00	1.519354893358602077e+00	9.646854230758069582e-01	1.073666179850457425e+00	1.357660389485363162e+00	1.456024400745382863e+00	9.921181036314575818e-01	1.570127489761794726e+00
6.438279270389147824e-01	9.822848189271884412e-01	1.148166707517152885e+00	1.171522768968866535e+00	9.261286020064471991e-01	1.268089419522722139e+00	1.146281598869847596e+00	1.198035579492633174e+00	1.034668728560666384e+00	1.486705227386381223e+00
6.919581893050456012e-01	1.033451870685957230e+00	1.163927851228612198e+00	1.047460267605962780e+00	9.303989703078792139e-01	1.110363977020483839e+00	1.102191829099762099e+00	1.551582917447262178e+00	1.016226977816641952e+00	1.174597587042240043e+00
5.563306810192066854e-01	8.100705167661189643e-01	8.821875476944239791e-01	1.335984277520329888e+00	8.069955138300776154e-01	9.318377098619796683e-01	9.416939755594611050e-01	1.331043807583367267e+00	9.980980643869272750e-01	1.262261268541158721e+00
5.273807543460804492e-01	7.974088488270411057e-01	1.257222470216772248e+00	9.114963666763169492e-01	9.265862828625816006e-01	9.608033573179688425e-01	6.774792621390365310e-01	1.242451485959096713e+00	9.384310160903766018e-01	1.320568927052765185e+00
5.624397145091318828e-01	7.938423395464553334e-01	1.417735813744919859e+00	1.584405957064616732e+00	9.770078018453642876e-01	1.199495933250279034e+00	7.388763326376264207e-01	1.198810072137921345e+00	8.960675773816708656e-01	1.171491734753561831e+00
4.161547906266799268e-01	6.219505821164171833e-01	1.236931161590574257e+00	1.296973953922797795e+00	7.888421419530478040e-01	9.386580846039663806e-01	9.106104838524451406e-01	1.387193342710168142e+00	8.604393968134047554e-01	1.100859613689676664e+00
4.498901741071429927e-01	6.108256694185696389e-01	1.264769817274996377e+00	7.124687662019831835e-01	8.126782803053979043e-01	9.161465803830446397e-01	9.148764622394477408e-01	1.255234514640510390e+00	8.896376218763260013e-01	1.158967805288635633e+00
3.240944162210139257e-01	6.496927887648386024e-01	7.304523373622441307e-01	1.234590156912237724e+00	7.761986592667935447e-01	8.787775777498920693e-01	7.136684246451552305e-01	9.849683274769780450e-01	9.380674160138607887e-01	1.103000785587886723e+00
3.879910532822158364e-01	5.805607678121366133e-01	1.033770347698609759e+00	1.136694478402985542e+00	9.325393656700005085e-01	7.293355503861430611e-01	9.950921486434320951e-01	1.177619849566155175e+00	8.593184436933666293e-01	1.150688264188350907e+00
4.724429656240492492e-01	5.784199640772937911e-01	8.975078373616826033e-01	4.080237919281231584e-01	7.936019945677682541e-01	9.535948502541427008e-01	8.492426322380250969e-01	1.127199914446573414e+00	7.467733840781564103e-01	1.052536462113349947e+00
5.070434651471198428e-01	5.744474885405160824e-01	7.626182370878658023e-01	6.090315910479945360e-01	7.432946620498952495e-01	8.309166828307688046e-01	5.627033800335944358e-01	9.331659012883736226e-01	6.724253819708585489e-01	9.425002025108871750e-01
5.813549812045696319e-01	4.859847845230763075e-01	8.330556706655375399e-01	1.106414668467070594e+00	7.833341885600423327e-01	6.502816363839744040e-01	8.421076027996111657e-01	1.271998209964760429e+00	6.059491439858191164e-01	9.329026646707961890e-01
5.707649901305581475e-01	5.510509773155249924e-01	1.032511054682266227e+00	8.279254468979195813e-01	8.713623267846305476e-01	7.418649275410571509e-01	4.983232088674969806e-01	8.824515180029962602e-01	7.196995849639690190e-01	8.964126055744285893e-01
3.386773256407317190e-01	4.623966722215586134e-01	6.492812977848242406e-01	7.127874580569728558e-01	5.880975814607534158e-01	7.757944298113309545e-01	5.928062826937852137e-01	1.098089773740913433e+00	7.401869849839202153e-01	9.354950741476816267e-01
4.042149136240966723e-01	4.836010340034701538e-01	6.579637420610217058e-01	5.282308870772665088e-01	8.335576392317770589e-01	5.504662159148842049e-01	8.129775597059404335e-01	1.182854673904159659e+00	7.527597260671242685e-01	7.711722667146895249e-01
4.667202509921282161e-01	4.513217325718645312e-01	6.978389488770386784e-01	5.414464897487736295e-01	7.403559785840267971e-01	6.816722143647858667e-01	5.656823324676469866e-01	9.248049501756034907e-01	7.420916706930985596e-01	8.237092097305038774e-01
5.705446106094518299e-01	4.753808506439001214e-01	7.736676647658131678e-01	2.674439305279736057e-01	9.583011814244934978e-01	6.548446791131229405e-01	4.914171706924646554e-01	8.222402786254829898e-01	6.167271969615237825e-01	9.396569707955287898e-01
4.263828429374947881e-01	5.438753259325540546e-01	7.485776915932342845e-01	1.904690215945226694e-01	6.721560090549043576e-01	6.627876229728361102e-01	5.428174326402573913e-01	9.987340530697502716e-01	7.062813444611721891e-01	8.389553642402520772e-01
4.015056511417051111e-01	4.760652435535519533e-01	5.477847238987453293e-01	2.672620092224380350e-01	7.223997574135855304e-01	6.283411907728748691e-01	4.119245970664963119e-01	1.205546326276185409e+00	6.088947598286288398e-01	7.655437376687956874e-01
3.655090743455777225e-01	4.395127063289596681e-01	4.089842800323330585e-01	2.360391168467436407e-01	7.899595984572542751e-01	6.926544328199590872e-01	6.518401723237716716e-01	9.911342678977900222e-01	6.457881868081883914e-01	7.956312570677986917e-01
