3.444745398556915639e+00	2.911860830565090819e+00	3.490396972316444302e+00	3.502021920622238049e+00	2.919371884885744617e+00	3.980741931947893608e+00	3.266049593907698778e+00	3.351118187699876128e+00	2.851214284211418537e+00	2.969692368152024642e+00	3.632721562288147688e+00	3.727762553590250771e+00
1.734742523826786176e+00	2.650501883688167304e+00	1.849082698103638345e+00	3.184522401943738590e+00	1.624864044556011633e+00	2.012095908244623033e+00	1.731565734684139990e+00	2.400769211143789050e+00	1.695566630338938063e+00	1.817214211185917083e+00	2.195365977703274574e+00	2.080746554396029513e+00
2.107225725732850830e+00	2.494584114295022914e+00	2.446743626847006414e+00	3.464066595669730297e+00	2.076677113072346259e+00	2.448845602293435508e+00	2.033763998737507350e+00	nan	2.030654001923009933e+00	2.057918277710171218e+00	2.489541758990298614e+00	2.519165318777074170e+00
1.772903229721640717e+00	2.110356264555915295e+00	2.044155865992382193e+00	2.711937307287060950e+00	1.575151856460569100e+00	2.252060910660228288e+00	1.819478130399837523e+00	2.197463960716997455e+00	1.696061254104190841e+00	1.704029974442164308e+00	2.285226537652363721e+00	2.150429696634019283e+00
1.564890448180914939e+00	2.147688422100033634e+00	1.994403288256606066e+00	2.846651405868416251e+00	1.761544578826432117e+00	1.969871706662005950e+00	1.741358951126283694e+00	1.969606879712750391e+00	1.496810845933412404e+00	1.632504901249659301e+00	2.197721090166512070e+00	2.085631002590155880e+00
1.621549655555135194e+00	1.970121351435186074e+00	2.184221795648300546e+00	2.483300321067297922e+00	1.651356477918111576e+00	2.079754838071124379e+00	1.720406659983336750e+00	nan	1.666538883507059809e+00	1.495918983130322344e+00	2.074451380914534404e+00	2.156048692975818248e+00
1.467729249645741474e+00	1.887525571439031102e+00	1.907866281849300405e+00	3.031326475322440039e+00	1.454522579790289871e+00	2.065596274631670504e+00	1.716952950803182665e+00	1.540637083626791748e+00	1.455637188397826076e+00	1.451703046248327578e+00	2.111706611847564030e+00	2.060870553589320586e+00
1.392341302692975846e+00	1.931734433044976607e+00	1.896366182135705847e+00	2.599178718032527868e+00	1.343801987675032672e+00	1.941744675074752902e+00	1.664504598561074911e+00	1.634534910609866110e+00	1.438181385605299845e+00	1.406419940199010066e+00	2.063271100221402143e+00	2.033080530058632984e+00
1.363588125944364515e+00	1.855622226969348976e+00	1.863627792386226556e+00	2.240208665020623879e+00	1.480754496492706851e+00	1.963114746282922152e+00	1.669190833184646561e+00	1.625560249282377079e+00	1.400083697858838683e+00	1.389056103195006608e+00	1.795654480849272039e+00	2.012689159882027123e+00
1.388858395742562424e+00	1.558711961790082867e+00	1.885655736998910648e+00	2.184495765262807865e+00	1.448140790901614405e+00	2.054166846232033716e+00	1.748605525964018081e+00	1.483853162713721696e+00	1.403985714146617214e+00	1.321125183988635543e+00	1.844844961936373595e+00	1.933441208736543349e+00
1.269465354026195536e+00	1.702486543609148750e+00	2.018780599583084978e+00	2.042768982477643824e+00	1.477242941060931347e+00	2.003051056449710821e+00	1.523715812827347138e+00	1.243123532799784714e+00	1.292835679529029003e+00	1.170111017521512808e+00	1.913286231719310893e+00	1.775963565649191001e+00
1.224518407066331305e+00	1.607338380207301576e+00	1.886943183668322588e+00	1.875129629565931655e+00	1.354421504914989027e+00	1.994055896287484808e+00	1.657297933791055389e+00	1.425819150714304095e+00	1.271953311347891358e+00	1.295389481212021021e+00	1.679388298398167390e+00	1.747870632895815124e+00
1.215331722543936177e+00	1.156282721010280845e+00	1.835281618294253514e+00	1.900333704994363382e+00	1.041210962186525757e+00	1.937783924756066645e+00	1.482988796072619353e+00	1.168418660087585215e+00	1.108487101528200958e+00	1.174861108025173406e+00	1.691206974607000646e+00	1.879992886248988304e+00
1.212824354589208342e+00	1.395344518773245612e+00	1.877109914428689574e+00	1.540102197476216572e+00	1.278061384365954289e+00	1.967479206012022752e+00	1.631234561405835226e+00	1.061426854543814358e+00	1.059796740486402156e+00	1.118085899598131761e+00	1.733223941487721964e+00	1.555145060753011510e+00
1.190503409927630374e+00	1.484996594951861759e+00	1.866592212366149139e+00	1.502839983894902698e+00	1.276319423444248757e+00	1.724018345254098694e+00	1.702333588850086787e+00	1.194241950973653710e+00	1.305667087299004603e+00	1.184962130165813532e+00	1.540129519017961357e+00	1.583203206049050182e+00
1.005121147207911125e+00	1.660096514737420259e+00	1.809865875683460468e+00	1.561743202072042314e+00	1.054031566196745429e+00	2.020689983384992061e+00	1.583919520782793411e+00	9.619680881790902971e-01	1.011384732270608877e+00	1.214369821899623281e+00	1.789211538572299087e+00	1.521894026220147023e+00
9.830659452079306693e-01	1.420972049259646042e+00	1.712993188744314610e+00	1.441811090460638267e+00	9.979684989731183453e-01	1.754284596896992010e+00	1.628191329036033252e+00	9.822370848756611927e-01	1.206877566143106373e+00	1.008468358789525565e+00	1.449743139754527066e+00	1.509682887250959338e+00
1.053893107760313752e+00	1.338712849276313177e+00	1.770405722539799775e+00	1.383336634778990826e+00	9.630975147966808203e-01	2.004807558073006035e+00	1.473116276606721398e+00	9.455890933282080635e-01	9.644441830428723827e-01	9.088311994954842987e-01	1.339025374710276051e+00	1.533742503506981825e+00
9.843863478501081454e-01	1.187927109009409898e+00	1.729775307429480602e+00	1.253649246049150845e+00	9.731031536453894626e-01	1.649503063517565149e+00	1.427235522515166721e+00	9.725870655399673215e-01	9.413611117479754320e-01	9.901842610860488447e-01	1.679332270330193166e+00	1.458786319457493263e+00
9.204260415316308785e-01	1.182169287626156029e+00	1.559969185357354071e+00	1.255731510853429045e+00	8.740546906339122790e-01	1.556335537512179013e+00	1.609879101604207996e+00	8.221770865255821903e-01	8.040977504031496803e-01	8.702350552643653980e-01	1.365340496771663581e+00	1.328868404473299680e+00
9.265516506966814392e-01	1.229890854155652580e+00	1.525957456139499513e+00	9.797982542918326487e-01	8.828149745205599030e-01	1.652541772885337323e+00	1.449823127018986524e+00	8.423975408559286615e-01	8.557376975313922829e-01	9.439204431435469500e-01	1.313527169338190692e+00	1.153264472842872035e+00
