7.007990890897993985e+00	5.593132279655288919e+00	8.023453975752840250e+00	1.374864159471541214e+01	6.587349621383780551e+00	7.147517658115284611e+00	6.254427697300738664e+00	7.558897495619236295e+00	5.776301095197164059e+00	nan
5.387481792226559207e+00	3.953507136066272576e+00	6.237382134528181687e+00	1.124675184492442170e+01	4.055541539764984549e+00	4.914804530445110231e+00	4.757511060819673787e+00	5.716506134337230094e+00	4.684029272009947675e+00	nan
4.448148848142579048e+00	3.639668969414178612e+00	5.388935092906552704e+00	8.061139713981736676e+00	3.840807803387896069e+00	4.294325892113476151e+00	4.244985139927206497e+00	5.141695212700011730e+00	4.144523670593009079e+00	4.062607601784526956e+00
3.892101733123735308e+00	3.175759783808345116e+00	4.756460416657633417e+00	6.676159400883721950e+00	3.196772454670788743e+00	3.686466466089367344e+00	3.670872203969348657e+00	4.346146328644664436e+00	3.670358967803410977e+00	3.488944442042298366e+00
3.378065263272108432e+00	2.973940845083514084e+00	4.479292263385265649e+00	5.303379618853860222e+00	2.784793016416929667e+00	3.389055692869614056e+00	3.396809070940443487e+00	4.104782343926382637e+00	3.393251018018472731e+00	3.337450636943792848e+00
2.994002374291992563e+00	2.678888162370249848e+00	3.936567794694295852e+00	4.896138968931891711e+00	2.601083588693258619e+00	3.027391964937307112e+00	3.038318392151324598e+00	3.572810709329514278e+00	3.139287784662179615e+00	3.086582899323542684e+00
2.810791446785667613e+00	2.594097282011768257e+00	3.530863390162380266e+00	4.065840568645897157e+00	2.285278001616945609e+00	2.831103432520304608e+00	2.866436591950340951e+00	3.379502046266065207e+00	2.807156310604105531e+00	2.932957490105485121e+00
2.172374620058207029e+00	2.390709614093461610e+00	3.488478765271172399e+00	3.606918525615167237e+00	2.195300471896848293e+00	2.520602083872476751e+00	2.692767476270927496e+00	2.974004489336674162e+00	2.559569529028446588e+00	2.788458065450177159e+00
2.203792005873491000e+00	2.249293032033084394e+00	3.298128771095086176e+00	3.342510906268187032e+00	1.970083490249393554e+00	2.433223637680972828e+00	2.522984005098571014e+00	2.878407196621898922e+00	2.472796883665891787e+00	2.641572902387355981e+00
1.930855925668136575e+00	2.047023007928994165e+00	3.001092001479974680e+00	2.935108226091584172e+00	1.793352106886384467e+00	2.234991923099769462e+00	2.307743707155823554e+00	2.839961132093134388e+00	2.300206752953160461e+00	2.519107395696717600e+00
1.892672750324971398e+00	1.990756760108139956e+00	2.814293734503485744e+00	3.259294403428933506e+00	1.799966352616621412e+00	2.194457094999210600e+00	2.187727488246087759e+00	2.582782994139033228e+00	2.056188399424989210e+00	2.453300367865339116e+00
