1.075928819155884497e+01	1.106150370196612620e+01	5.554373149877003257e+00	5.301703486954016498e+00	9.597735166744497448e+00	8.184048071731719887e+00	1.764127068453976221e+01
7.836712651012119224e+00	7.479036597229756111e+00	4.155931523045437004e+00	3.746464331325614072e+00	6.436128086173430241e+00	7.049149467210823694e+00	1.199944447808341863e+01
6.135161019241675895e+00	5.973894472600366434e+00	3.215784279867240247e+00	3.068186774295517782e+00	5.330581026899530173e+00	5.977013445340870312e+00	9.534469333263373869e+00
4.735735362731988474e+00	5.496842518781177134e+00	2.429724929008188816e+00	2.490931590711407573e+00	3.687653899756641263e+00	5.122151885214613287e+00	7.822577413369414145e+00
4.204702283796165396e+00	4.222254376419317445e+00	2.300618229549271643e+00	1.700858207170961700e+00	3.374173835246970121e+00	4.699479954654612435e+00	7.790148700767544732e+00
3.655435115765759413e+00	3.423189341087899962e+00	2.149599065078405147e+00	1.247727436532726886e+00	2.580670090517542814e+00	4.226030377933612137e+00	6.616032373376268261e+00
3.313855867798693566e+00	2.904040165209420987e+00	2.001090192958072667e+00	8.419181330566766208e-01	2.317655685349465422e+00	3.772795900737313524e+00	5.419778081234924549e+00
3.262237208222279250e+00	3.019589331987732717e+00	1.852303439134096008e+00	8.877607565098513120e-01	2.316680149059199501e+00	3.469240623972607018e+00	4.428401162618484044e+00
2.577076093143664259e+00	2.247237630590709578e+00	1.766584097321132196e+00	7.939289545185793662e-01	2.387467798238558814e+00	3.537137967848479558e+00	3.975522118603689758e+00
2.594474683408015458e+00	2.036430535459394342e+00	1.621385720420728704e+00	7.019432409851937837e-01	2.380279378681338098e+00	3.304989774145843828e+00	3.684262834615354976e+00
2.614607706263912146e+00	2.200136496059240887e+00	1.580854982994249092e+00	8.420985168671883958e-01	1.807432563050207275e+00	2.931222522178166479e+00	3.254616849651698729e+00
2.120677921872904381e+00	1.898474990436452847e+00	1.669957614768552867e+00	7.024618711586377851e-01	1.741007713635999821e+00	2.740092740226410584e+00	3.267607940062521976e+00
2.138501583546424722e+00	1.827962095759389172e+00	1.600691574247835369e+00	5.195873888495915471e-01	1.839240666380160816e+00	2.423669442202003310e+00	3.066707028410053937e+00
2.077873420762452739e+00	1.531658343707338110e+00	1.528766991997100533e+00	3.824048003857080102e-01	1.879322499157931592e+00	2.305213723842887141e+00	2.793334854714093485e+00
1.957432169327468108e+00	1.678076594648336473e+00	1.266261144408283634e+00	3.180845614247803654e-01	1.755321827314876071e+00	2.313377692719585266e+00	2.552352127887834499e+00
1.936942225061051293e+00	1.614115768751940738e+00	1.268393473780181635e+00	4.395971416586402225e-01	1.625408777911439229e+00	2.032671262771552634e+00	2.777570233210733264e+00
2.145936031825116164e+00	1.410398721953657786e+00	1.282743395312592627e+00	5.145579768678081312e-01	1.526507249195089067e+00	2.099397417343814798e+00	2.095383500969339785e+00
2.131017413099679736e+00	1.559035147304028701e+00	1.432412570414891784e+00	5.326936946675431273e-01	1.491833433410532539e+00	1.918377077543848674e+00	1.949496612195978029e+00
1.545746556501955027e+00	1.596729913245125587e+00	1.462284884486734216e+00	5.230616222709637553e-01	1.523403932002049377e+00	1.853073132195006467e+00	1.444364745070118028e+00
1.470396158681530174e+00	1.396962809248927684e+00	1.377964955207464426e+00	5.026940248088074270e-01	1.453250334054545956e+00	1.778167803688090132e+00	1.570742684407067324e+00
1.435013658255776869e+00	1.398532684191921671e+00	1.172663578003708462e+00	4.609937095241755656e-01	1.440444860855884412e+00	1.684024978540310080e+00	1.584354531160371726e+00
1.500805192136825506e+00	1.342840878302019592e+00	1.230003921460546934e+00	4.164220255818091854e-01	1.487971425418851412e+00	1.562675181993179674e+00	1.715518266561285810e+00
1.653318073163559276e+00	1.321611437316453141e+00	1.180527985831663518e+00	3.499245930711429309e-01	1.465970682885168408e+00	1.556624000993234835e+00	1.724739392964578899e+00
1.721305903957986549e+00	1.388438799336033203e+00	1.121965461250443274e+00	2.781767391274291845e-01	1.461796547389894174e+00	1.461934486705353864e+00	1.570332802963214869e+00
1.669627181154575535e+00	1.341075674967867393e+00	1.086052538484291397e+00	3.035110782585225264e-01	1.416576948637346289e+00	1.389914648937547348e+00	1.111920015445799770e+00
1.749222443571335717e+00	1.324436644327987356e+00	1.179889301887438569e+00	3.040207037339496265e-01	1.459449794608240092e+00	1.427664593778231739e+00	1.161061992839727885e+00
1.662536952569662052e+00	1.415974199582473503e+00	1.172608412460204974e+00	3.429994898314507323e-01	1.467010184898169367e+00	1.371128607578203651e+00	1.008267310240849035e+00
1.613720071923400168e+00	1.235595664839495456e+00	1.092847770242275418e+00	3.001410101796212482e-01	1.374311832556194268e+00	1.278015241356623033e+00	1.350235773713313492e+00
1.481238198263792771e+00	1.168770879594831058e+00	1.035006574838837512e+00	2.625152280997644083e-01	1.407155534438108813e+00	1.266761359291755928e+00	1.311656692435011484e+00
1.344392860272805246e+00	1.193402038226105688e+00	9.772924870189838575e-01	2.062722162900024747e-01	1.361067284982122816e+00	1.255784868195765291e+00	1.241897722655733727e+00
1.231311559619396867e+00	1.209862849191951639e+00	9.711638396744609603e-01	1.789342029097016340e-01	1.325510141717090473e+00	1.147248427378535718e+00	1.218705732885218440e+00
1.207893993522018317e+00	1.189212079685278978e+00	9.362594252715429333e-01	1.554303451800839730e-01	1.288340073684280274e+00	1.215254771332847206e+00	9.431325773558225656e-01
1.242565853096729178e+00	1.153697802296318020e+00	1.099682819517739274e+00	1.354993412446807988e-01	1.313612412322223921e+00	1.178141883581760307e+00	9.546396155284608831e-01
1.341274547054968069e+00	1.077727492592972958e+00	1.119509509200813602e+00	1.080445674404967998e-01	1.251291094523232728e+00	1.172207001862348719e+00	9.519135343636015989e-01
1.307331198466911815e+00	1.082538102617339515e+00	1.056442586696568542e+00	9.610023822169179442e-02	1.179011321917551314e+00	1.092775542898501984e+00	1.066416892878414791e+00
1.217639709510909052e+00	1.020593979764407688e+00	1.012656157603767371e+00	8.657988156637352883e-02	1.154893209879011895e+00	1.139425233531319970e+00	9.745932880117329500e-01
1.238231833471535204e+00	9.415009320125055092e-01	8.655034584012055721e-01	7.878734828923189548e-02	1.134372921763612485e+00	1.061674155937760267e+00	9.509367737932684639e-01
1.083969756981436161e+00	9.678302406614150977e-01	8.536084713031195648e-01	7.038210788799352524e-02	1.132735381819513387e+00	1.129802453715154087e+00	1.013044087298538232e+00
9.613288149593844922e-01	1.041693738694848381e+00	8.216486435558697510e-01	6.862253454572737887e-02	1.104986384793334109e+00	1.052478901149098256e+00	1.120715357403715418e+00
8.747443359727722356e-01	1.085488192969906951e+00	7.908511151422608076e-01	6.932590565884336198e-02	9.429097117349209967e-01	1.073543424320732020e+00	1.006361732350953719e+00
