8.996125489346528781e+00	9.530603843169222600e+00	6.699230334246034424e+00	4.426757242579887119e+00	1.174070827269582828e+01	5.061999052770662644e+00	7.877845818283714330e+00	1.090045700686671637e+01	4.620048883023876840e+00	1.040656757455102621e+01	7.290579355767758507e+00	6.779569891188780062e+00	1.028689466714548928e+01	4.941196088501171424e+00
8.451676537820883794e+00	5.926178309254812149e+00	6.392879389612643237e+00	3.659504685489399556e+00	8.453067028136922900e+00	4.627833262640475454e+00	7.051721881809262626e+00	7.537939670890319022e+00	4.946327272200768732e+00	8.324114435193456174e+00	4.395504371313061043e+00	3.958181043277313460e+00	7.340573256829307169e+00	3.775043922852255651e+00
6.116098188651978518e+00	4.926437984018638971e+00	5.382296330632819092e+00	3.281298741605680913e+00	6.002660752044923775e+00	4.268609695762646261e+00	6.163070265972627304e+00	5.426850183790139504e+00	4.612285472944287257e+00	7.607338689667797027e+00	4.667552134372364492e+00	2.761455871206095480e+00	7.161503843956385396e+00	4.513393191119412506e+00
4.740387624560314705e+00	3.874471502062950101e+00	3.876925104668054178e+00	3.373162204293009392e+00	3.955810526094174495e+00	3.198179973562760292e+00	5.552403068693626764e+00	4.750873842448834594e+00	4.284365939948089341e+00	4.703037120840686924e+00	5.390701306040946328e+00	4.069389600308128685e+00	4.767984888370222940e+00	3.365922433850080164e+00
4.469360259868376595e+00	3.439801393501164206e+00	3.743442849102523340e+00	2.477424676641011736e+00	4.689389941470103018e+00	2.716925192626006069e+00	5.267868005556137767e+00	3.849198534010032535e+00	2.559517077141670427e+00	5.350083235265843840e+00	4.072759792786185606e+00	2.370398081389970990e+00	4.321992387493726717e+00	4.264574562517851497e+00
3.421493548127992224e+00	2.537477992624962209e+00	3.700173335787766415e+00	1.996660643880669550e+00	3.642272727694404910e+00	2.941299119762497138e+00	3.872428164307438081e+00	4.027050083535181457e+00	2.564217986474978783e+00	5.118359253359864525e+00	4.516645041869721489e+00	2.409792715700992183e+00	5.137367412690291957e+00	3.013841450154854940e+00
3.138138917926479365e+00	4.424947625493778958e+00	3.229546187513025135e+00	2.754452332438789508e+00	1.847360936196724923e+00	2.338290392348760793e+00	3.284976829215967342e+00	2.798119754819547111e+00	1.363149346074582491e+00	4.564373167601542214e+00	3.939050106408870988e+00	2.690029567736142546e+00	4.241722287862028651e+00	1.695779369336335662e+00
2.675021736230664970e+00	2.257501278198774219e+00	3.519981723914093141e+00	2.490435282644396509e+00	3.021727726661322944e+00	2.067606570027948010e+00	2.939207081131244070e+00	4.199741435866710226e+00	1.813934890187443028e+00	5.284576557745842784e+00	3.994731646459428021e+00	1.917871625656212498e+00	3.947778096210363241e+00	2.200736216183760696e+00
2.374123732816125099e+00	2.921787215317845465e+00	2.643018722457854519e+00	1.431409336350818906e+00	2.143486385144754536e+00	9.291013004172967715e-01	2.924731010208224902e+00	3.412212297397184013e+00	1.987973846464125227e+00	4.420863150162468003e+00	3.012736539540590730e+00	2.107667075684163560e+00	4.468410629167143711e+00	2.122846042054561178e+00
1.193940456958860530e+00	2.024309122071221267e+00	2.509888080111384756e+00	2.265663533696994580e+00	1.971698760624577274e+00	1.241041797697855831e+00	2.649739376486070164e+00	1.820872841144324017e+00	2.068100794841432943e+00	3.597674444695846852e+00	1.926258747383997161e+00	2.505030506750083319e+00	3.801201970851058931e+00	1.980407988513095852e+00
1.629759449897034695e+00	1.566327567342478355e+00	2.742047709159862734e+00	1.215396032991267194e+00	1.529849301997265876e+00	1.746827197439563495e+00	1.763322762027125012e+00	3.332477153897308586e+00	1.182077549480320844e+00	3.041154921000536415e+00	1.393620822222692679e+00	1.768414779387034619e+00	2.466288135604518317e+00	2.464778910803750556e+00
1.837674663769454986e+00	1.618215761834696842e+00	1.980511891354382437e+00	1.357518868042433047e+00	1.270985029368049579e+00	1.550944788418732179e+00	2.126538760943827100e+00	1.897829129196338727e+00	1.069401650065084919e+00	3.675995622344910174e+00	1.599899194459130092e+00	1.278366195438154662e+00	1.954851171720309866e+00	2.160985909266431193e+00
8.224338783636331307e-01	1.851412273125148999e+00	1.665199481093513123e+00	1.495491328578664847e+00	9.943773605218104716e-01	9.043266110624428311e-01	2.156709847113187806e+00	1.793576713235216502e+00	1.330274740267303191e+00	3.121057595482032543e+00	1.150081899999119139e+00	1.537370606355382918e+00	2.532224885388832725e+00	1.973794014752240811e+00
1.539874733019352959e+00	1.832844422107319460e+00	1.254879050509561722e+00	1.321513864456149712e+00	1.445719200266767590e+00	9.242628582793339653e-01	1.318056472349280694e+00	2.173243141339446627e+00	1.154767636416782928e+00	2.033058034838752359e+00	1.377649806261234788e+00	2.029509246787447374e+00	3.022752515461681000e+00	2.039405413551568458e+00
1.242203665947927638e+00	1.635464761274753265e+00	1.461802716024941384e+00	1.055226077183601729e+00	1.173369817877640608e+00	9.053473522440291799e-01	1.700870415026095372e+00	1.977684903797609861e+00	8.670198706532565858e-01	2.038235890050882126e+00	1.310306118254398244e+00	1.105117831822141072e+00	2.073051244734518406e+00	1.791944623155058869e+00
1.076564085981725594e+00	2.160077816711265086e+00	8.995050131468066423e-01	1.109126375355793170e+00	1.212322645898088691e+00	7.719220596179166005e-01	1.735937430352115340e+00	2.310537493181715085e+00	8.532791585571579684e-01	2.072132769118650408e+00	1.140559174392286490e+00	1.120276727011768392e+00	1.361987398772554814e+00	2.037533747402910045e+00
1.432766978526188728e+00	1.653415842905293198e+00	1.336257526682774088e+00	1.272841031484480245e+00	9.994526928332432281e-01	1.040299568214713810e+00	1.209092881455874124e+00	1.327135893088215779e+00	7.726485316950926219e-01	1.697978601616698224e+00	1.006205106066210053e+00	1.364721444288706786e+00	1.381371425618519000e+00	1.373913774056316095e+00
1.570612536212155463e+00	1.315816954053421917e+00	1.555354008420703149e+00	1.423603980017486448e+00	1.667882437045670851e+00	7.267568814011233780e-01	2.334122395220840751e+00	1.568902755602869847e+00	1.146805027632672891e+00	2.191603334395292535e+00	1.209878073552878019e+00	1.082418561499375098e+00	1.575248375630139641e+00	1.299152396277860610e+00
1.595477458987809793e+00	1.557306793747653906e+00	1.028832703401866278e+00	9.990330996061211888e-01	1.478113996186044776e+00	8.612808319531367607e-01	1.950769489338186613e+00	1.242687421046126062e+00	7.476123002081395130e-01	2.436310415616755876e+00	9.172515108232583980e-01	1.360713650457525903e+00	1.772810289937393424e+00	1.680049473150035055e+00
1.033397330638174738e+00	1.142656289951859971e+00	8.263504372751567795e-01	1.165610761325437839e+00	1.367886027856379139e+00	1.016612850961098324e+00	1.775351992208084928e+00	1.418860184094415944e+00	9.285434562267892433e-01	2.180124704281045656e+00	1.612969772686307479e+00	1.904214943583699915e+00	1.504067774756088882e+00	1.385976864072173464e+00
1.005476589808808718e+00	2.180356386826648230e+00	8.709734353987141908e-01	7.140896593957628546e-01	1.033380021286002926e+00	7.906159042168791062e-01	1.537508224656265465e+00	1.065419642109287857e+00	1.011480415360122675e+00	1.787514374753826907e+00	9.041924094781191856e-01	1.162906784177207609e+00	1.339302487115854756e+00	6.721592759703561848e-01
1.118130507717969291e+00	1.478486660800944597e+00	9.845800868604426270e-01	8.210885757141036523e-01	9.470465720772083262e-01	7.232175990188367543e-01	1.299624443628306425e+00	1.178260169229522258e+00	8.847309040109806455e-01	1.491975269271025306e+00	1.013124439839748092e+00	9.438499691699965277e-01	1.102454048827674837e+00	1.468137260196285210e+00
9.746123214694342174e-01	7.681983333401748437e-01	6.982823881118003229e-01	9.287824047240331726e-01	1.019309433579141499e+00	9.414221639216233672e-01	1.478349074693021237e+00	1.305654375753572571e+00	9.502575238967311266e-01	1.739053278196869501e+00	9.216945981781052843e-01	9.911938160447752999e-01	1.023486038127666253e+00	1.205645676085927764e+00
8.253710812534319485e-01	1.144422933056966851e+00	2.012980202351151715e-01	9.454732848567530823e-01	8.572749249052141751e-01	7.818138587485671254e-01	1.737981116795694225e+00	1.243609060903342778e+00	1.165898529017171725e+00	1.326333077269687744e+00	9.114321556523375945e-01	1.078751710616383752e+00	1.012141208967819006e+00	1.502139557550031590e+00
1.007962815363254272e+00	4.898572158308704960e-01	3.131937460771306858e-01	8.896649946964300115e-01	6.256529768024394755e-01	6.786518913511647710e-01	1.564883256089722119e+00	1.144378590062276935e+00	9.526609147139276645e-01	9.534892488440384062e-01	6.701747879963372290e-01	1.460752840721726731e+00	1.220422035266498062e+00	6.118562560085233359e-01
