5.538767381149566127e+00	6.182258852675350802e+00	5.263057826455622923e+00	8.057637284261010890e+00	4.843673627050410602e+00	5.586538432537780707e+00	5.122890838068560271e+00	5.202385259516550065e+00	4.836325530521965455e+00	4.419705212054134691e+00	5.889763598477802731e+00	5.785421148030490457e+00
3.450770301621137737e+00	4.564448878575808166e+00	3.414664955506596211e+00	5.688446046588526706e+00	3.533135643475644017e+00	3.473480766365493189e+00	3.242936699367255482e+00	3.876774062882156091e+00	3.265456009305963025e+00	3.192006720719973156e+00	3.968190364421987137e+00	3.796173021441635598e+00
3.475065475758169153e+00	4.047719109420371275e+00	3.533847400669354322e+00	4.972363916251602234e+00	3.372167394506997873e+00	3.550854361024680106e+00	3.313559447214632137e+00	nan	3.146573334258638610e+00	3.009877614588988504e+00	3.786445745866745316e+00	3.900938263859960564e+00
2.975957859245922155e+00	3.475289703187618429e+00	2.986557623829185104e+00	4.406451981926703176e+00	2.943644960614351103e+00	3.102181032385281423e+00	2.842350039835484399e+00	3.047583503149228434e+00	2.567759427266330885e+00	2.603173387115977455e+00	3.340996273207654355e+00	3.316293895024994498e+00
2.690950161247128491e+00	3.233339356666166786e+00	2.819052333257158871e+00	4.059835366076093521e+00	2.820822305284810483e+00	2.859576468251662895e+00	2.648451103398015594e+00	2.768319782417654196e+00	2.423324741335200816e+00	2.413121838738074842e+00	3.138017112706149359e+00	3.094062103958745702e+00
2.580486274656029089e+00	2.998071975310939052e+00	2.711268388489823877e+00	3.477191395292225096e+00	2.650177772902598150e+00	2.765444297320217792e+00	2.515639478907706117e+00	nan	2.317470024526898875e+00	2.204793035416070079e+00	2.857120865209290095e+00	2.893392487525741963e+00
2.302140629934744886e+00	2.754160097089275006e+00	2.553919583705525298e+00	3.707784513482583755e+00	2.444524992162887767e+00	2.640869314498246467e+00	2.397631554549952249e+00	2.245847461043210203e+00	2.131680006210339595e+00	2.160142499709512887e+00	2.776935585654038530e+00	2.744562035604141137e+00
2.203558160091371398e+00	2.388455002319618714e+00	2.470612083218076460e+00	3.109758869399061432e+00	2.317251683385308958e+00	2.487567210945421436e+00	2.275903020151221590e+00	2.169609936906566006e+00	2.000003331379249794e+00	1.989060330009455368e+00	2.498795375655118445e+00	2.531925635187946000e+00
2.006097483181879415e+00	2.354681768200799219e+00	2.409785863002548822e+00	2.745613991106744756e+00	2.152537188250004618e+00	2.525770547746641004e+00	2.159556888019421805e+00	1.954431897897385140e+00	1.867880081031956685e+00	1.840748793595775590e+00	2.434985489516672263e+00	2.424139630000357037e+00
1.925817607848979929e+00	2.045135165046445991e+00	2.311223114852876126e+00	2.673068249478275149e+00	2.030139961207203747e+00	2.418432598624416840e+00	2.114365860344635806e+00	1.824965671550156987e+00	1.812268894356649618e+00	1.743713072460434388e+00	2.357444431109202210e+00	2.309042902683725806e+00
1.810449114640357182e+00	2.063073151362698976e+00	2.232804412717007025e+00	2.676016579418868169e+00	2.005691586083883760e+00	2.302754031398907664e+00	2.004424583510254099e+00	1.673017286588552865e+00	1.710750256504408817e+00	1.686024768429043474e+00	2.250663306626504045e+00	2.201207818422492579e+00
1.702243084264032147e+00	1.943621610747325201e+00	2.138049647021955657e+00	2.265944302541179400e+00	1.897001284835891699e+00	2.269141749812352060e+00	1.952810486998927786e+00	1.690825791016407065e+00	1.597789771384685142e+00	1.640342054223662860e+00	2.025425139640314232e+00	2.155335491238110635e+00
1.653133968849939572e+00	1.820019757963248219e+00	2.085162890133603231e+00	2.131189193313518970e+00	1.748393154761797241e+00	2.132409270583070615e+00	1.844389589502370752e+00	1.511937353628267200e+00	1.539388762094972884e+00	1.446163712921807676e+00	2.036581102642647245e+00	2.072041705243641285e+00
1.585362864800368143e+00	1.844643861850477240e+00	1.996891122995632761e+00	1.922952887612140893e+00	1.669782275250144998e+00	2.027737237267017267e+00	1.817624528655012783e+00	1.353401870559338471e+00	1.505154854726912017e+00	1.419086776896422153e+00	2.034477799520738817e+00	1.887646748645405159e+00
1.522808579836330223e+00	1.785213205437929052e+00	2.025128211326974625e+00	1.798515411027450384e+00	1.597220078374617547e+00	1.937189768191344363e+00	1.769914288044618589e+00	1.320666467331516492e+00	1.423756529638247059e+00	1.419448721892024423e+00	1.824369073897488036e+00	1.815943921274062012e+00
1.454685914362004784e+00	1.703089544559234669e+00	1.909522983459128298e+00	1.714574649923553462e+00	1.568941129274619373e+00	1.949248396932277139e+00	1.764509021191362770e+00	1.275975485434594381e+00	1.378505919418084646e+00	1.385011871023809737e+00	1.813856929278680363e+00	1.782757752359521497e+00
1.367522215245902784e+00	1.599621142686650677e+00	1.886663628671174431e+00	1.405787460794618582e+00	1.367824044214831281e+00	1.852181167094292702e+00	1.657530415386711198e+00	1.150955323613846337e+00	1.392946552972911478e+00	1.231800934634074807e+00	1.703983040335142585e+00	1.702484918256021995e+00
1.335677528618702370e+00	1.669849105459250804e+00	1.792761553448350531e+00	1.319985482052687953e+00	1.276906763879759321e+00	1.797565022499160170e+00	1.571173250453931969e+00	1.165602950001044524e+00	1.256232750970347700e+00	1.144178522514092577e+00	1.549888550065436243e+00	1.680262300455649171e+00
1.272564872435666850e+00	1.489653095665299354e+00	1.742417761913652052e+00	1.492520529941504082e+00	1.328729528068541388e+00	1.619296594354962648e+00	1.568459032231820149e+00	1.156660622496360924e+00	1.229063511925656327e+00	1.162310418156307534e+00	1.661414679346372658e+00	1.581766764917001744e+00
1.242161992677199400e+00	1.519548961146966137e+00	1.698632920945813085e+00	1.262619492432397461e+00	1.205945650715754436e+00	1.651312208744173171e+00	1.532618848563691127e+00	1.090960532979964315e+00	1.180654968686304374e+00	1.158729045670884084e+00	1.530826873493434492e+00	1.487614300593680161e+00
