5.497681848033568741e+00	5.174187352337018986e+00	6.140800979891299249e+00	5.278635207747359281e+00	5.441098474496820714e+00	6.914346606435759490e+00	4.822677889142565455e+00	5.072950492085626095e+00	5.478829482212642432e+00	4.568943392590500530e+00	4.479283394313858579e+00	4.421353763465811326e+00	nan	5.825756225920638798e+00	8.113235467501766607e+00
3.431808597566068819e+00	3.416382544256285847e+00	4.702321281973233624e+00	3.318385801276230396e+00	3.630576002588696838e+00	5.424452586384171937e+00	3.544886226933000817e+00	3.231488357798387945e+00	3.407527090742636933e+00	4.046432198629264398e+00	3.013421386594152818e+00	3.154383275903972716e+00	3.839624105014168176e+00	3.913597157558770689e+00	6.709954376017923217e+00
3.443975685593079650e+00	3.420331845518708391e+00	3.941132238534537091e+00	3.527366221180598060e+00	3.726183520195838650e+00	4.532030449983600384e+00	3.343737589379174313e+00	3.249605056202697018e+00	3.508547364657164991e+00	3.291456111276509056e+00	2.991883392939946429e+00	2.916146603488029232e+00	3.170224057383837390e+00	3.792096556666834761e+00	5.849754577416779178e+00
2.950813839882704848e+00	2.802932565437527224e+00	3.374136076963162534e+00	2.929203775265481813e+00	3.182782848476088056e+00	3.975664731810567787e+00	2.950055834336080984e+00	2.808861126705227917e+00	3.070537570548156570e+00	3.139763906860963072e+00	2.501954884867322981e+00	2.556554025393299234e+00	nan	3.331595757653281087e+00	5.437320576177475218e+00
2.663390551829836639e+00	2.630068157368742110e+00	3.007568955755967721e+00	2.836403503093135825e+00	2.959879699848094514e+00	3.691032203623088925e+00	2.837441335053605851e+00	2.644324653646382917e+00	2.859780784429223122e+00	2.726472773505086433e+00	2.362760936775020859e+00	2.355379031530729694e+00	2.763827233203859812e+00	3.081899275291430484e+00	4.683745879871964668e+00
2.537399184253048112e+00	2.476767283378692674e+00	2.941170959000632301e+00	2.693005541253145729e+00	2.825909238833649084e+00	3.438878789416778492e+00	2.664885575673537677e+00	2.487093879691330667e+00	2.723040849218217652e+00	2.545574203985076611e+00	2.210376489532516864e+00	2.212442777701879582e+00	2.520264215193401824e+00	2.885236336143734537e+00	4.239851546457860998e+00
2.314021247386759406e+00	2.232176966471991264e+00	2.790675945774689914e+00	2.496186982025015322e+00	2.710340434085972028e+00	3.230452838225375434e+00	2.482638831017061065e+00	2.369537392627881101e+00	2.603832258664025900e+00	2.442586950164228554e+00	2.040679972421133748e+00	2.094445597297712514e+00	2.327748958748159680e+00	2.716431944755526739e+00	4.178685568456396382e+00
2.168113466275159329e+00	2.134594144929492288e+00	2.417257696700548131e+00	2.495596696034892759e+00	2.519183085355749530e+00	2.890317669025845415e+00	2.318575805778341881e+00	2.274127515997214299e+00	2.464181486503170149e+00	2.205734291199257679e+00	1.963344560591151478e+00	2.008297996469577296e+00	2.124204230953577355e+00	2.589180561086907417e+00	3.603692402173419573e+00
2.012752077054683397e+00	1.897768626381947543e+00	2.335584990312142839e+00	2.399948140058639101e+00	2.448810377921085024e+00	2.888366472857429201e+00	2.117667946398314793e+00	2.167297280024778061e+00	2.458114200965081597e+00	2.121779164412769259e+00	1.884092682006998309e+00	1.929481868008995793e+00	2.047497092597026835e+00	2.442766523584882776e+00	3.362965445697037037e+00
1.921163614981810763e+00	1.774978644027790819e+00	2.107820492476499386e+00	2.323893094380267144e+00	2.365739873839662888e+00	2.670641599655519727e+00	2.054427455101382360e+00	2.066074251982009446e+00	2.407326649579883515e+00	1.984521524950367821e+00	1.732791692849876553e+00	1.751923427182860760e+00	1.757368135118143826e+00	2.374478743922614044e+00	3.365280250556161867e+00
