1.165950686269220427e+01	1.781657678486370600e+01	1.398028153383434535e+01	1.386714983378217525e+01
7.588855700243445135e+00	1.720293325530720097e+01	1.125971002020783729e+01	1.174730172258038152e+01
6.555826540031122640e+00	1.429743588222955175e+01	9.847401693574026282e+00	7.723061504278221356e+00
6.666383041277643251e+00	1.171722576987012410e+01	7.659846540430358175e+00	5.875917449498324174e+00
5.176388678261393927e+00	8.091407664147574508e+00	5.947300932826967923e+00	5.053673059975065662e+00
4.376451910614139962e+00	7.168030860868974230e+00	6.714155053212925495e+00	4.647368181382057983e+00
2.590481580995304789e+00	4.586530062286077403e+00	4.864106662531928471e+00	5.067651759715509741e+00
2.906498881379418808e+00	4.220801271733328086e+00	3.963554218450251465e+00	4.184788976450663611e+00
2.668503258873914152e+00	3.943259517932113489e+00	4.033914518954372141e+00	4.147892891544972649e+00
2.210725516192554974e+00	3.184193448382845126e+00	3.357452329896825738e+00	3.369091185059378990e+00
2.127722380385645096e+00	3.606602583927661865e+00	3.300200807675357950e+00	3.082153589766141621e+00
1.903760891764322283e+00	2.382549633478106443e+00	2.270724429677660083e+00	2.826004821127288125e+00
1.874358939464283669e+00	3.268932458223594129e+00	1.942487659540680589e+00	2.745794836350153201e+00
1.764159241637286657e+00	2.202663800280025619e+00	2.832326198119336613e+00	2.517790892339287101e+00
2.073478140406878723e+00	2.814454139436165292e+00	1.831584562988434195e+00	1.938767845000752166e+00
1.855631670698270508e+00	1.534897460702024707e+00	2.646084778008722438e+00	2.266193313429551992e+00
1.701014028086994978e+00	1.995030781763924788e+00	2.250229688624759028e+00	1.734295078698693038e+00
1.595166022626503199e+00	2.358088968537286334e+00	1.606591855701000826e+00	1.244680154635843028e+00
1.313360356959259789e+00	1.747909656458852767e+00	1.656423724517863905e+00	1.501189079214294342e+00
1.277883964264642680e+00	1.588481493555943036e+00	1.717046646966854162e+00	1.423106113862406819e+00
1.560973470152537068e+00	1.831650446192878867e+00	1.161559323607946448e+00	1.740640766026553710e+00
1.204505448244961308e+00	2.294296137963833360e+00	1.417553532162207475e+00	1.267699412453683117e+00
1.115447426220711469e+00	1.356682567092534208e+00	1.535345674460905974e+00	1.803055337308217432e+00
1.136886132432443519e+00	1.404889996485017001e+00	1.602302523557864067e+00	1.335597624841412534e+00
1.026580685240904733e+00	1.014833678701754893e+00	1.070884607675255173e+00	1.106952471196459564e+00
1.283554159324793220e+00	1.465841885408474266e+00	1.363608210802320198e+00	1.414071844328084637e+00
1.146275260882538838e+00	1.070608417671488510e+00	1.533667581691089854e+00	9.927006735567839302e-01
1.034331490632372619e+00	1.330193385959291374e+00	1.123444546303013380e+00	1.478944945788909893e+00
8.939682509051897208e-01	1.313570649526037748e+00	1.107435995161243136e+00	1.476151896739649194e+00
1.309064479165132688e+00	7.975000187607474977e-01	9.640210246942148009e-01	1.198043732672214867e+00
8.996926633809749774e-01	9.825279920704488301e-01	1.231741662088885025e+00	1.223419318901108443e+00
1.253356372739255598e+00	9.117697230548411635e-01	1.136845177307566290e+00	1.055290073429792308e+00
7.194134455496439262e-01	8.468431512788086035e-01	8.497453063084242642e-01	1.202120534310867850e+00
7.293415699414825815e-01	8.484641621914147391e-01	9.780144999013385965e-01	1.275844432059454414e+00
7.103599944829401824e-01	6.773150665693612460e-01	9.115959823562579389e-01	9.164150354188069780e-01
7.095239439215436095e-01	1.012092591654443874e+00	1.046098519846528907e+00	1.136916335364195341e+00
8.819876077802536463e-01	9.341465105662168922e-01	8.945581116423815260e-01	1.154409068522100013e+00
1.041060072994177244e+00	8.122600112987877763e-01	1.070565625245761598e+00	1.066344346569991108e+00
8.055336831606679793e-01	6.207580737560216555e-01	8.990135555158295100e-01	9.195320483903342001e-01
5.247253511306171347e-01	6.551767151542106093e-01	8.422767610711582309e-01	1.213978705553929061e+00
