9.479637309194286487e+00	9.338902658928134315e+00	6.335620507215193875e+00	9.361570035117496857e+00	8.254255605889172287e+00	9.055441541711505948e+00	1.144075967665888172e+01	6.919300755917380030e+00	7.433081533252008377e+00	1.411452060683817322e+01	9.924408266485311714e+00	5.436244990042917280e+00	9.899792346875482707e+00	8.334584988390576044e+00	8.218034756560413712e+00	8.552598986602095721e+00
7.020577415007164035e+00	6.290117417488183982e+00	4.235706789195079480e+00	7.071519716192609550e+00	5.318427492960831948e+00	6.284936411978079285e+00	8.226112055026185033e+00	4.413295933693475170e+00	4.834963367347123508e+00	1.041390404374888234e+01	7.574632620897317814e+00	3.407280744828935504e+00	6.834239441526587910e+00	5.408188686400741574e+00	4.907549286053658477e+00	6.119207530920339977e+00
5.885712572100593398e+00	5.491933722315040178e+00	4.038489278523394788e+00	6.001963646387704188e+00	4.522211692387623216e+00	5.541308920471549548e+00	7.425542205180074795e+00	3.973093057958697827e+00	4.357494140461408705e+00	8.288906200712212069e+00	6.589555252360103310e+00	3.274003472188351083e+00	5.890658786758451448e+00	4.808824499886983794e+00	4.294917763674700240e+00	5.389663426856083461e+00
4.912028366074219221e+00	4.601640131474909801e+00	3.543062316003661838e+00	5.082168600876538100e+00	4.131731166931249533e+00	4.966054881505542085e+00	6.074760755186366268e+00	3.481738912948161513e+00	3.855724830745646869e+00	6.763763449152361495e+00	5.440218910358860072e+00	2.856851719553983315e+00	4.843469204127157646e+00	4.334158029979452209e+00	3.871821190206318430e+00	4.550736187680016087e+00
4.636999420252391424e+00	4.056002423728300776e+00	3.127973322502192399e+00	4.815869010423661223e+00	3.483409262179946619e+00	4.129207260139132529e+00	5.493698397320994076e+00	3.054650379908764091e+00	3.349082654819849125e+00	5.855495882980514821e+00	4.793978158743546381e+00	2.529040326705571218e+00	4.220366912485028266e+00	3.771982095933625434e+00	3.534901952381048762e+00	4.155451379783185573e+00
4.192915095929230951e+00	3.619874983468260421e+00	2.942656813609780819e+00	4.166114262832163462e+00	3.075608804636973836e+00	3.674482826360772947e+00	4.781224238574798058e+00	2.745266348957480229e+00	2.995068103614524802e+00	5.188789469751242223e+00	4.156661186964301535e+00	2.401560875546187912e+00	3.406985580204037856e+00	3.479289328583273999e+00	3.168845737998998935e+00	3.602808409601723216e+00
3.695727967481699405e+00	3.314912789497624246e+00	2.567822144120689654e+00	3.674794118391520037e+00	2.940309007009159536e+00	3.276735894182778441e+00	4.559375628887454290e+00	2.427408128839106283e+00	2.663884668957074986e+00	4.510137632048817125e+00	3.877680678003554426e+00	2.128367359179355489e+00	3.293853009689702294e+00	3.256158273991747620e+00	2.861404377319901826e+00	3.607355382022658929e+00
3.371584237119393368e+00	3.266487719987825944e+00	2.452501562969729765e+00	3.548649185762410951e+00	2.605244804974633066e+00	2.987137661998563232e+00	3.957164053066557496e+00	2.360757779805306988e+00	2.550358645492601273e+00	3.771665711073909133e+00	3.530702080743413962e+00	2.014967146726469149e+00	2.936180787300321615e+00	2.962156105631813308e+00	2.670239476208594365e+00	3.356232103746419781e+00
3.119790712279549183e+00	2.839533708226913866e+00	2.251975469003388408e+00	3.112254299706878058e+00	2.449659028312706432e+00	2.835203250685182752e+00	3.488458040066617638e+00	2.212850168873414347e+00	2.286907399742555302e+00	3.354351104128588279e+00	3.157468083449313845e+00	1.927736706314409743e+00	2.462935201590771506e+00	2.630332544661636796e+00	2.404186184029205364e+00	3.108288345805165775e+00
2.850181271260616267e+00	2.724677381611280147e+00	2.108845219624645217e+00	3.076980282800882538e+00	2.130324138733042716e+00	2.565501747099694807e+00	3.338830403445630868e+00	2.064581705368611964e+00	2.275504368370325103e+00	3.564721703719095025e+00	2.827828514818550243e+00	1.615870808258410118e+00	2.359869839950880621e+00	2.600584171103532238e+00	2.334468154416288410e+00	2.703077815181791799e+00
2.886022819862680944e+00	2.409820024065229660e+00	1.875284433498107362e+00	2.619427054110337938e+00	2.018153659019037871e+00	2.351952080897913522e+00	2.882112463260012358e+00	1.922017947511907909e+00	2.071945327485270383e+00	2.840360666341850138e+00	2.797084367508483105e+00	1.500792281534111705e+00	2.255646858157253742e+00	2.310377059614479922e+00	2.161779080617117099e+00	2.493880368152852522e+00
2.267673611758369123e+00	2.237339937320125927e+00	1.908385337055396702e+00	2.435934742065409164e+00	1.893041173752159745e+00	2.278321413082226243e+00	2.970150739786451499e+00	1.878339164558768370e+00	2.046225758558800401e+00	2.293222332940858532e+00	2.261579782445809705e+00	1.434292010925704242e+00	1.953020589408972940e+00	2.133236649457486589e+00	1.965430249332303481e+00	2.259051665350546134e+00
2.281775206487822505e+00	2.230574169169023957e+00	1.736737903503832392e+00	2.331059048110740939e+00	1.785332729796593521e+00	2.081698184103083271e+00	2.372118206544379326e+00	1.774471474239605273e+00	1.852428032485294196e+00	2.762613825148803937e+00	1.729641532959649730e+00	1.421584437336554929e+00	1.919394673124073636e+00	2.063258816695575870e+00	2.026169027814243240e+00	2.121553878958919448e+00
2.282072963866097481e+00	1.965157782246355289e+00	1.559281298771598268e+00	2.484350039466215687e+00	1.620235573026423959e+00	2.166883308802430186e+00	2.221115229465548957e+00	1.587849685526673271e+00	1.765758100154180887e+00	2.293707777389543789e+00	1.841940402827628054e+00	1.338332864270675104e+00	1.898315202576161376e+00	1.889008463106714553e+00	1.850850424324420151e+00	1.866147516322791633e+00
2.111334581022914492e+00	1.786540644414388312e+00	1.439357792803201308e+00	2.426242834434206852e+00	1.583684256614612984e+00	1.921962215069130675e+00	2.010720871677539101e+00	1.512425620607916965e+00	1.702011759381715228e+00	1.864631212673239391e+00	1.777281012838072050e+00	1.194572521893044081e+00	1.620145181190240091e+00	1.878311994497551041e+00	1.695509194987469881e+00	1.883480658690621867e+00
1.986854421278047234e+00	1.824387725807663729e+00	1.489237301490039078e+00	2.248918087054895487e+00	1.503063756646507487e+00	1.731277335626740799e+00	1.817414087343327544e+00	1.402305304048136581e+00	1.610444927013224392e+00	2.070139456735040628e+00	1.554932537497463629e+00	1.140785121017490633e+00	1.585247357663141843e+00	1.726432787714810457e+00	1.612652787477615091e+00	1.827934587508683428e+00
1.656624779644308765e+00	1.472073766844214537e+00	1.281764761916537543e+00	2.053680198216830455e+00	1.446798870800583670e+00	1.790245038213968742e+00	1.677275685777136927e+00	1.373171855672715047e+00	1.444448315748460665e+00	1.846453217104031541e+00	1.648644688464534269e+00	1.081841024405227003e+00	1.334023686512599394e+00	1.827579916102509916e+00	1.593312678258469006e+00	1.512497596614150286e+00
1.761822835081215954e+00	1.515993951620364655e+00	1.331571187761595443e+00	1.987960193824910293e+00	1.354292836503579345e+00	1.642753617863583315e+00	1.399010660356191149e+00	1.220446814860365103e+00	1.481653850114364568e+00	1.813601958934219160e+00	1.289258343960644204e+00	1.098712704175488719e+00	1.476047332975342741e+00	1.607606626090930302e+00	1.497733403994228274e+00	1.466893357446648727e+00
1.890515633889805258e+00	1.432375686844005402e+00	1.164832128702275593e+00	1.813631029391967298e+00	1.220939485609012998e+00	1.619617014005096944e+00	1.690476247923585973e+00	1.211286107080038255e+00	1.249951056872467436e+00	1.748997069115558523e+00	1.349911535797124973e+00	1.011559496973014172e+00	1.180312118992988157e+00	1.599617672019381542e+00	1.473396199196916223e+00	1.231411370927621318e+00
1.570742037581800421e+00	1.405355413120019437e+00	1.198695545077312907e+00	1.671471885249740774e+00	1.105211886997714776e+00	1.362715540229262778e+00	1.536587304760517414e+00	1.079209332818736655e+00	1.390547930420023892e+00	1.499189612665574822e+00	1.249365853050435016e+00	9.848824933987020414e-01	1.174328954234477473e+00	1.471002780663859033e+00	1.408777511973156704e+00	1.193318689910119135e+00
1.616548642641589595e+00	1.280205823673135734e+00	1.111040476190911841e+00	1.525842802349113292e+00	1.095505065257426969e+00	1.352283593015231933e+00	1.469282504763675057e+00	1.130868368074670505e+00	1.248412250502779930e+00	1.440386933479400389e+00	1.134485746208358403e+00	9.109840040867308586e-01	1.147989087343499470e+00	1.471733133111717384e+00	1.310348832202576252e+00	1.283915265642648018e+00
1.554937247268322054e+00	1.000500816891066069e+00	9.897936794974881991e-01	1.384509458502596102e+00	1.032158508367951644e+00	1.212163086404940859e+00	1.397207677520697411e+00	9.788964298149962495e-01	1.241553789576548716e+00	1.401842171479932730e+00	1.062467137399921935e+00	8.715623029859850268e-01	1.193331566795531096e+00	1.340640131971672755e+00	1.311235907617731344e+00	1.197908681036213840e+00
1.421086866668766158e+00	1.153243011372140581e+00	1.001519917142885907e+00	1.325479109068834926e+00	1.010339494887700473e+00	1.330180761914896204e+00	1.364924181305854356e+00	9.622263409985087890e-01	1.237157206604254212e+00	1.153747272249348033e+00	1.110622874874809041e+00	9.561191439495599909e-01	1.072734404539858355e+00	1.371775711913866491e+00	1.304215024522603628e+00	1.176915320244342311e+00
1.488870789924704452e+00	1.118202642512164724e+00	8.580482716959970668e-01	1.330577174462932000e+00	1.040315382838330027e+00	1.269761736866049429e+00	1.306797937743852556e+00	8.697598309463898669e-01	1.123573593751478805e+00	1.428659160591383648e+00	1.010072820764108981e+00	8.285489227812956603e-01	1.056720404548775472e+00	1.344539963491934831e+00	1.198156254197966675e+00	1.040957596736452384e+00
1.413435763107381504e+00	1.063413628485647910e+00	8.669573952254984173e-01	1.465208579523883614e+00	9.231796574341862849e-01	1.003319946709273047e+00	1.414764683997525418e+00	8.644605010646906340e-01	9.751172437173403207e-01	1.376168539810479041e+00	9.882396546909194557e-01	7.987745102784596929e-01	9.167001312303431071e-01	1.294840525474388659e+00	1.164568750425296173e+00	9.608488973666492461e-01
1.360175220898954151e+00	1.054206685107636154e+00	7.950492232448448382e-01	1.339443616315120433e+00	8.683826052790609706e-01	1.055812181647069581e+00	1.311874957266196962e+00	8.424185856742060219e-01	1.095293589269918710e+00	1.263722897935843914e+00	7.147710648170368941e-01	7.396321116048550914e-01	1.047706015081321107e+00	1.159991651862368300e+00	1.177707693333969186e+00	1.025592854557768385e+00
1.055530010813882313e+00	9.104656051129111916e-01	8.276520638470487023e-01	1.305842121286844071e+00	7.833037105936198063e-01	1.062351168952135883e+00	1.182926702311298817e+00	8.715186064053878079e-01	9.775043538866688975e-01	1.237966613842448771e+00	8.021956837531284412e-01	7.712810989047292898e-01	8.637170773623558118e-01	1.154703384123920262e+00	9.849677441203332773e-01	1.027062683088032502e+00
1.125083745255298640e+00	9.368467904792526779e-01	8.023299828578777104e-01	1.424442624354636866e+00	8.618649184780153849e-01	1.037335364912474578e+00	1.131672331938867515e+00	9.014670355015730330e-01	9.239961322584729908e-01	1.227248350762217166e+00	9.114855148317778655e-01	7.753806697042526785e-01	1.040707253406042643e+00	1.140457826463649793e+00	1.090332636279345069e+00	8.058704892092164451e-01
1.219135462828481398e+00	8.565681323684999349e-01	7.334955821406350385e-01	1.114232475753838658e+00	7.665284695679832616e-01	9.430143293374503299e-01	9.800141060322243858e-01	6.862519750959304998e-01	8.940782792785025856e-01	1.271980960937098448e+00	8.692631809166334600e-01	7.529343685138691900e-01	9.190773278227577503e-01	1.067956866364907498e+00	9.856473722670987536e-01	9.323050670607553325e-01
9.200261820076637287e-01	9.747460818048875320e-01	6.548552577834050314e-01	1.109960265844417426e+00	6.618141289464861687e-01	9.749307207563273625e-01	1.113258518256682317e+00	6.606505393801819226e-01	9.393141692235215112e-01	1.080194835769877848e+00	8.074068425059632848e-01	6.829634023254079755e-01	5.036068043278369988e-01	1.041195023488203475e+00	9.610209159939365753e-01	8.145911851236732337e-01
9.287684052003105650e-01	9.088240419769885170e-01	7.095810644173335957e-01	1.139180375684213153e+00	7.334839432665802850e-01	8.322478356855753656e-01	8.604675813891430325e-01	6.670911826932133248e-01	9.394409790756859113e-01	1.259559261726116208e+00	7.322182335138797127e-01	6.388112778872275799e-01	7.792172721150464332e-01	1.111930167025357630e+00	9.122951729515770269e-01	7.985526426470984651e-01
9.491371265826871184e-01	7.545348106083337170e-01	6.157329721300488501e-01	1.128981727547729186e+00	7.429137148722173567e-01	8.707994697498484538e-01	1.145978081669381199e+00	6.305781830033692081e-01	8.390984607725957556e-01	9.206238184429125226e-01	8.563503210847054348e-01	6.429244377581788683e-01	8.995249730540305633e-01	1.021613352672829711e+00	9.060532659122049193e-01	7.684396762833084482e-01
9.213275176454550630e-01	7.611396464895792136e-01	6.573119510533509402e-01	1.110886320897111812e+00	7.170485888715540934e-01	8.264274704380646375e-01	9.032695634756043868e-01	6.306998959142930961e-01	7.169945511789075354e-01	1.056299449275929003e+00	8.461729183974300295e-01	6.408803976194228369e-01	7.801166975885149846e-01	1.017036375046101115e+00	9.057355922149836758e-01	7.647465812360862980e-01
7.101972748216983655e-01	7.816794852345481104e-01	6.354789118346233501e-01	1.066696106683798995e+00	7.191621413193662882e-01	8.122939153996217021e-01	9.985852061181321737e-01	6.504780414168875868e-01	8.311728185871548602e-01	1.008883545059569231e+00	7.438980795972289783e-01	6.115003599494922559e-01	7.751126032013980760e-01	9.552052882137607170e-01	8.165563356993055244e-01	7.215569780216622986e-01
7.313770553292151533e-01	8.119286815939219526e-01	5.150072450671907553e-01	9.979400485104392704e-01	6.927033043548843638e-01	8.596174175181588994e-01	7.924842519879559122e-01	6.168376013576682970e-01	7.611727200474467381e-01	1.058385244560387628e+00	5.800458703041113662e-01	6.284783642836412332e-01	8.229505891838168052e-01	1.031147944999867727e+00	8.353297182284533662e-01	6.574077266331309621e-01
7.448283248402121082e-01	7.768396820878613607e-01	6.696029528235887263e-01	1.041116917181196699e+00	6.766215654985103800e-01	6.592681344731312620e-01	9.797197798354103648e-01	6.359238293243469897e-01	8.192769643837604088e-01	1.079584389492753704e+00	6.485832657938584989e-01	5.575739647777101515e-01	7.680515279709841936e-01	9.210775423548045460e-01	8.374556088419657929e-01	6.531306976012076770e-01
9.300828084259472606e-01	7.211133410026761004e-01	5.900625436801795187e-01	1.070163055448277500e+00	6.776397690969808707e-01	6.940340499510998518e-01	7.808067674576574246e-01	6.402684292809788236e-01	6.988064109667503354e-01	1.030805807169633104e+00	6.339299827461287729e-01	6.062664468376099958e-01	5.777960289833162788e-01	8.861702079664351972e-01	8.368678390066324191e-01	6.802714516979659898e-01
8.121589862828525463e-01	7.191274139718379921e-01	6.100749918496053414e-01	1.031171032003143084e+00	6.797541658577285206e-01	7.286720131577625326e-01	7.131869112831149549e-01	5.766485516476641537e-01	7.564393239387769974e-01	1.033758919739895532e+00	6.859829173386668977e-01	5.817240684913268511e-01	6.054799746838478436e-01	8.977933002715343669e-01	6.676741384380089350e-01	6.506499055179816304e-01
6.295306233068042046e-01	7.100763834252578066e-01	5.879537316969399852e-01	9.638450684027698445e-01	5.929600191375549167e-01	7.165349254127684198e-01	7.740590182056041879e-01	6.839370540106689544e-01	6.527624052673861588e-01	1.014072784797648508e+00	7.451121148135634309e-01	5.609762637763684445e-01	6.096165202300067865e-01	9.323400778259318677e-01	7.442201494347021606e-01	5.838730478456571893e-01
7.036649811610309335e-01	7.703444405109302062e-01	5.104256686798646081e-01	9.800438556352218944e-01	6.881997889905622223e-01	6.348494520869043534e-01	6.579582724737946808e-01	5.649514771927747203e-01	7.199076760730559466e-01	8.112099444852605146e-01	5.211848476748842662e-01	5.171154991923825328e-01	6.951863976069450057e-01	7.871200827889545115e-01	7.156279955538373816e-01	5.871175179816489065e-01
