2.028787154205194554e+01	2.477620891706720485e+01	2.185206370003685095e+01	2.268117388239085486e+01
1.161949202277370574e+01	1.698286484191418566e+01	1.447219911588321750e+01	1.405299503109323567e+01
8.480282493478432215e+00	1.295623582462206258e+01	1.084513527771567354e+01	9.900081687023538635e+00
7.422400352531090206e+00	1.001458086731751251e+01	8.229155199812437260e+00	7.484864658733942910e+00
5.690302297152771693e+00	7.820373215662580257e+00	6.503038881031050877e+00	6.288300464187484451e+00
4.865695906069667842e+00	6.650022526460524830e+00	6.347340724224449282e+00	5.392566329240454870e+00
3.586043192011617808e+00	5.045916344545865684e+00	5.237660037208630825e+00	4.959857444329905718e+00
3.390126180027851266e+00	4.562565019605569816e+00	4.343162034012348016e+00	4.241812981666998716e+00
3.295899022850526716e+00	3.962127807820761571e+00	4.130762618954645582e+00	4.074337680399414019e+00
2.773910900922833989e+00	3.521424949092563761e+00	3.427207800030469098e+00	3.448056234336139170e+00
2.828592038168941780e+00	3.598573427780104250e+00	3.247157004235126099e+00	3.135206894226157726e+00
2.470883264781954747e+00	2.776091160857169449e+00	2.623966720180861412e+00	2.981576897751659683e+00
2.376275610565963259e+00	3.046573154961462304e+00	2.580258381786628696e+00	2.802674899556051979e+00
2.215980496371091846e+00	2.518132703907654868e+00	2.836021453410099813e+00	2.491364145643978567e+00
2.205870667481890202e+00	2.373287798344539734e+00	2.233815963070581834e+00	2.074234195403335423e+00
1.995104479034982781e+00	2.041018995924125612e+00	2.514719911735671332e+00	2.250116226335978187e+00
1.885658352833299300e+00	2.136145036754587778e+00	2.104060933606580974e+00	1.995714908885231509e+00
1.857220292841456288e+00	2.052077943495401069e+00	1.719654876394622001e+00	1.673808152561173213e+00
1.452763885982691905e+00	1.837550942771630780e+00	1.782154078740909364e+00	1.752710562508052794e+00
1.586371036147320446e+00	1.574071926948703570e+00	1.716573574900710941e+00	1.484249547669758806e+00
1.642801609237598326e+00	1.689207553294142183e+00	1.567912296508973569e+00	1.602340038415007717e+00
1.408702943971972932e+00	1.960383498936663971e+00	1.428013107511501900e+00	1.420390502356519535e+00
1.257539122244023533e+00	1.448381698026437236e+00	1.445828979608557940e+00	1.529756337483694884e+00
1.403182695949833469e+00	1.547753678933923682e+00	1.565476218486068882e+00	1.391502035837225648e+00
1.185426409106892898e+00	1.268816350343459298e+00	1.290002264845580449e+00	1.225531176386820853e+00
1.407448376514240707e+00	1.401195614592364524e+00	1.399125761735875217e+00	1.305954754105644433e+00
1.256656568049309142e+00	1.301395019165699773e+00	1.335086925349749043e+00	1.392648319985648087e+00
1.115787401347380081e+00	1.199521063293273349e+00	1.246903192777244707e+00	1.188605471099436706e+00
1.001422427659537373e+00	1.139807114015536804e+00	1.144855531750339717e+00	1.337647374857636740e+00
1.235899736526975046e+00	1.029875607320067221e+00	1.095504440910268995e+00	1.276179524291211953e+00
1.055626029906985064e+00	1.136478012247083225e+00	1.144876551168115153e+00	1.183998182938576171e+00
1.056800574308459861e+00	9.921714345382901534e-01	1.157323645792173172e+00	1.054595173208166425e+00
8.023489490839478266e-01	1.001918334045000414e+00	9.454814208759516614e-01	1.196209072269954987e+00
8.539122423911124082e-01	9.057892289465169222e-01	1.002937162304239571e+00	1.187471960287809658e+00
8.049125104281342757e-01	9.707865439745512193e-01	1.019727133689240839e+00	9.813239974365806084e-01
8.498042993369990805e-01	1.025901609206842924e+00	9.979484956828613695e-01	1.079552487832280194e+00
8.908363605821716380e-01	9.454718824457052362e-01	1.026159790769020530e+00	9.839285511491033809e-01
9.369097980605993747e-01	9.139038463673929691e-01	1.002133954337154798e+00	1.023336917614136699e+00
8.130103455889344799e-01	8.485059055562876873e-01	1.001567595023540536e+00	9.320472394180115971e-01
6.934562977750787782e-01	7.332153359340342069e-01	9.092366210882196764e-01	1.062795943641714036e+00
