3.296081516793438304e+00	2.335710479559975905e+00	3.326127421572161236e+00	3.050850600958456393e+00	4.166863196906429145e+00	4.116333515908797480e+00	2.371968095850279568e+00
2.889530927124725590e+00	1.147235440894084579e+00	2.248277342151636216e+00	3.047983865297549055e+00	1.975308816404506063e+00	3.663955782844543485e+00	1.604007932429942107e+00
2.303700999997203791e+00	1.537362090106802359e+00	2.230941717015328063e+00	2.906469172782907506e+00	1.994306393914070830e+00	3.137060617948640662e+00	1.526483013783239251e+00
2.127579118557306526e+00	1.155312608474905023e+00	2.012074462942914366e+00	2.568699613442248619e+00	1.983433858691501461e+00	3.206512045585492299e+00	1.441457274233748587e+00
1.779366201241433076e+00	1.138938859809598414e+00	1.930303164341908406e+00	2.448746349535205091e+00	1.925409839587726379e+00	2.848565309142511381e+00	1.450681122565128156e+00
1.785708963511248637e+00	1.130630743055427212e+00	1.891653211854745997e+00	2.426758782290435956e+00	1.678195648845130616e+00	2.879482834823252624e+00	1.314147223345465187e+00
1.502217032612535474e+00	1.057098294348619794e+00	1.677218813953502918e+00	1.962225196397201277e+00	1.643769273023243382e+00	2.839458631672305167e+00	1.408777207658355346e+00
1.458070699009771598e+00	1.082378826384155168e+00	1.707461196466768749e+00	1.887040036438571988e+00	1.683931124145117808e+00	2.729230608395882385e+00	nan
1.279517225232263300e+00	9.604457225156824984e-01	1.494062447343991407e+00	1.501200463574498434e+00	1.480351730723448611e+00	2.735918671892262122e+00	1.361331857598084616e+00
1.372718619338177071e+00	9.331701196855695102e-01	1.560670559703810412e+00	1.258045919240934563e+00	1.489556162327608346e+00	2.609385041904817903e+00	nan
1.203636146544011076e+00	9.764407071793723691e-01	1.486425660935742910e+00	1.612811519042343766e+00	1.441797599128585405e+00	2.692051510270358161e+00	1.368650504160155545e+00
1.209707721744702758e+00	9.017544764783067546e-01	1.566140022788159447e+00	1.200161173320126284e+00	1.333639709494117476e+00	2.502245566705475710e+00	1.275502584402405049e+00
1.101599662634619614e+00	8.339229731784201238e-01	1.473425281456531399e+00	1.503236971137430711e+00	1.306606951673851658e+00	2.316861158737683279e+00	1.296826014648730263e+00
1.162730526073643578e+00	8.035661253238919333e-01	1.379721045148314618e+00	1.241551710442541756e+00	1.203311805615413066e+00	2.335806390297324064e+00	1.206054817542043800e+00
9.648180524611338349e-01	8.407012814851164695e-01	1.281220250747951983e+00	1.262222009397728106e+00	1.194809078773596545e+00	2.036630731373685776e+00	1.236016258537726564e+00
8.134368131663858303e-01	8.631454565231616582e-01	1.122628453944050086e+00	9.385495521667301944e-01	1.229922672688960938e+00	1.957802205240362747e+00	1.207096826099753883e+00
1.040109711332449338e+00	7.251720383856770091e-01	1.289291949816371297e+00	9.987830915643246543e-01	1.206736989005515515e+00	2.041375074584185434e+00	1.089648650715503431e+00
9.704525679091173807e-01	7.026859594805646703e-01	1.177340857902051230e+00	9.862815623780647467e-01	1.127346969881604544e+00	1.921551530515129391e+00	1.125353656307735317e+00
6.749680530079037455e-01	6.651514068288527648e-01	1.097972512649678656e+00	7.623680448328216119e-01	1.089757370770976008e+00	1.952444986159427076e+00	1.083866332791078468e+00
