3.425697591580771917e+00	2.552156732234093450e+00	2.665991546943257795e+00	3.696617736292961531e+00	3.577954853415619585e+00	3.699256935719140493e+00	2.844347124347952338e+00	3.242625004982400139e+00	3.808721606745379074e+00	2.169035881656762310e+00	2.919237424141767789e+00	2.929671012864735857e+00	nan	3.528774131996515351e+00	4.523926189344354754e+00
1.720164070948862811e+00	1.382552932375970656e+00	2.400272824407263528e+00	1.866086974817002586e+00	2.085901290011789033e+00	3.587589615627838402e+00	1.648659109546852131e+00	1.724659281352968199e+00	1.951588389442822757e+00	2.038411182366495655e+00	1.669638571337406452e+00	1.797588080600057481e+00	2.384842928826201192e+00	2.177204825106228814e+00	4.083985542832543558e+00
2.100675790191524506e+00	1.688356118298140141e+00	2.280918935936610215e+00	2.479268103945151847e+00	2.601604885790588906e+00	3.259318860976455845e+00	1.980279339251561632e+00	2.003179171235644151e+00	2.427555783281974300e+00	1.640796693813916241e+00	1.990321548432865573e+00	1.956921006085917458e+00	2.308255867998846522e+00	2.445682891976890261e+00	3.911136430311533019e+00
1.711565534204040118e+00	1.345740642752171201e+00	2.240628676701616140e+00	1.995597454516663483e+00	2.113440238959009676e+00	3.011386676950468910e+00	1.534714555790038792e+00	1.795382533197894981e+00	2.099780617746739519e+00	1.905511463852011422e+00	1.672631891334829701e+00	1.652699622704526528e+00	nan	2.239709065842383939e+00	3.402136588323991351e+00
1.561519264777144755e+00	1.518519106855660494e+00	2.104339563102980648e+00	2.090054340495641316e+00	1.978365072892717125e+00	2.705752592817357360e+00	1.757069895327497022e+00	1.723521111244218584e+00	1.912899412657664611e+00	1.530599193639921252e+00	1.697484817707303861e+00	1.680999895293135538e+00	1.958347839531220602e+00	2.229842993464061784e+00	3.451873962878828639e+00
1.594933334122935698e+00	1.551226740104222568e+00	1.986846391055040906e+00	2.298734548667400901e+00	2.016413394752931243e+00	2.774233845595984072e+00	1.598321783064872381e+00	1.636369140638968878e+00	2.019057647792767529e+00	1.738255790973247006e+00	1.508568988367875896e+00	1.518637037367552400e+00	1.863647490517013505e+00	2.150192079846506399e+00	3.098994858232472893e+00
1.509661856255430035e+00	1.333716057220948104e+00	2.128293242235689053e+00	1.918824655530860124e+00	2.135460510150982039e+00	2.672526727144554748e+00	1.552949381791614458e+00	1.882356986855045600e+00	1.937800129159602758e+00	1.637522907841667097e+00	1.438857590285798294e+00	1.518537189410402499e+00	1.737317696118593879e+00	2.229793599195721399e+00	3.238379645105232019e+00
1.350871486985932179e+00	1.586717516860283617e+00	1.963158865794590646e+00	2.143873158373967858e+00	2.009663361751166111e+00	2.508980195615162501e+00	1.575091196594502474e+00	1.775585663958484606e+00	1.944386710375547889e+00	1.591571226586995680e+00	1.573348937255829805e+00	1.302797545169825710e+00	1.665334497351196319e+00	2.018119541466062206e+00	3.797974957117296491e+00
1.435940749537874206e+00	1.453032090319538616e+00	1.820920016597081803e+00	2.065572227596821797e+00	2.058000977663433595e+00	1.823431124981335083e+00	1.397699790493186267e+00	1.674729208092352817e+00	1.908581750789692499e+00	1.672160204263340777e+00	1.469516685436806913e+00	1.384888654039144074e+00	1.680450491106738831e+00	1.778544378509554269e+00	2.341836116763558184e+00
1.353760522949075451e+00	1.192056190469045873e+00	1.753070618833344474e+00	2.135733585858073269e+00	1.976378499550300205e+00	2.329035055638362550e+00	1.449134853162690861e+00	1.775597696204981091e+00	1.878766966056297116e+00	1.295238272105901922e+00	1.464703239833937909e+00	1.384055254814225533e+00	1.257173573282036383e+00	1.851465839909838040e+00	3.104074874538405915e+00
1.230008872761453986e+00	9.531593124330803857e-01	1.628675170886730195e+00	1.999338410070316652e+00	1.810643588017596617e+00	2.028171566045115171e+00	1.493568059903417344e+00	1.641215224182367427e+00	1.859743427950159678e+00	1.470614992344841943e+00	1.247185270640584154e+00	1.108093698689632145e+00	1.416959552734782690e+00	1.791032147955928799e+00	2.753575529645762465e+00
1.278969579482216901e+00	9.820365891996294394e-01	1.491191716068697604e+00	1.888709386919864563e+00	1.744778617387893194e+00	1.818133277787719715e+00	1.368780768195926534e+00	1.622152970215082091e+00	2.059561650949580880e+00	1.318091389443983186e+00	1.084170574691712741e+00	1.173852377394834390e+00	1.263447628199049655e+00	1.651795031999112151e+00	2.303302874447201276e+00
1.113234580356957215e+00	1.028902978901486298e+00	1.450853253486353189e+00	1.985027972199224777e+00	1.796156925817972372e+00	1.701581939258201670e+00	1.091768029532630635e+00	1.563828291626696565e+00	2.191380930427508034e+00	1.187419322731183557e+00	1.143646945747335053e+00	1.150114129657958895e+00	1.166975055772168535e+00	1.651084715532263880e+00	1.620471699013993350e+00
1.187144164787708345e+00	9.306912325710073874e-01	1.123538796329245804e+00	1.824121776587922072e+00	1.535698085894901421e+00	1.640959276929844446e+00	1.265174748467422505e+00	1.671920731723661291e+00	1.914660281645984785e+00	1.059874709726714936e+00	9.758930393467855069e-01	1.137142871754281748e+00	1.070421909703154872e+00	1.526424929548742648e+00	2.206643240030599973e+00
1.120686581600595089e+00	8.578365321671530541e-01	1.463737533728399320e+00	1.809555202766325754e+00	1.671631986260402991e+00	1.347853609349370707e+00	1.270888770585674843e+00	1.572897310787795488e+00	1.748027420902430462e+00	1.196166893185883762e+00	9.100589901440701013e-01	1.167751024322416065e+00	1.160959685096648819e+00	1.708450232780981626e+00	2.206334660696663619e+00
